ID,Set,Items
B,26.0,"[('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium'), ('squat', 'medium')]"
B,30.0,"[('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy')]"
B,37.0,"[('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium')]"
B,52.0,"[('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy')]"
B,81.0,"[('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium')]"
B,83.0,"[('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy'), ('bench', 'heavy')]"
B,84.0,"[('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium'), ('ohp', 'medium')]"
B,87.0,"[('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy')]"
C,4.0,"[('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium'), ('row', 'medium')]"
C,6.0,"[('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium'), ('dead', 'medium')]"
C,12.0,"[('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy'), ('squat', 'heavy')]"
C,28.0,"[('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy'), ('ohp', 'heavy')]"
